staid,stnwtcid,stnsite,stnnumber,stnname,stnstatus,statype,stncatchment,stnlatitude,stnlongitude,stnelevation,stnelevationhydro,stnelevationmet,stnelevationgeneral,stndatum,stneasting,stnnorthing,stnisin,stngeneraldescription,stnfunchydrometric,stnfuncgroundwater,stnfuncmeteorological,stnfuncwaterquality,stnfuncicemonitoring,stntemplategroundwater,stntemplatehydrometric,stntemplatewaterquality,stntemplateicemonitoring,stngroundwaterpipeheight,stngroundwaterdatum,stnhydrometricdatum,stnaafrd,stnaemonitoringbranch,stnaenvregion,stnaenvstationtype,stnarc,stnacquisitionmethod,stnacquisitionplatform,stnaffectedbyhumanactivity,stnaliasfires,stnaliasmscclimate,stnaliasmsctc,stnaliasmscwmo,stnaliasnewleaf,stnaliassnow,stnaliastsmlocation,stnaliastsmsite,stnaquifer,stnaquifertype,stnarchivedatacomments,stnarealextent,stnassessmentdatabasewellname,stnassessmentandinterpretation,stnbankproperties,stnbenchmarks,stnbridgeangle,stncbm,stnclbr,stnca,stncameravideo,stncatchmentsize,stnchemexcel,stncl,stncompletion,stnconversionfactor,stnconverttodatum,stndatacollection,stndateagreementsigned,stndatumofpublisheddata,stndepthm,stndepthclass,stndiametermm,stndistancetoconfluence,stndrainageareaeffective,stndrainageareagross,stndrainagebasin,stndrilldate,stndrought,stnelog,stnercblicence,stnercbwellname,stnelevationquality,stnendofavailabledata,stnenvnumber,stnequipmentassetvalue,stnequipmenttype,stnexpirydate,stnf,stnfe,stnfirstwqsampledate,stnformation,stngicwellid,stngamma,stngaugingtype,stngroundproperties,stnhg,stnhq,stninusesince,stnlsd,stnlandowner,stnlanduseagreement,stnlatlongquality,stnlegals,stnlithology,stnlocalandothercontacts,stnlocationdescription,stnmapsheet,stnmeridian,stnmg,stnmiscstationaliases,stnmiscstationaliasesremarks,stnmonitoring,stnmsllstation,stnnh4,stnno2no3,stnnrtstation,stnna,stnobswell,stnoperationalstatusdetails,stnoperator,stnowner,stnpercentownedbyaenv,stnperiodofoperationattr,stnposatriver,stnprimarywellnetwork,stnproductionm,stnprojectcode,stnprovincialstationid,stnprovincialstationwellname,stnpumptestdate,stnpumptesthrs,stnq20,stnqa,stnrange,stnremotestation,stnso4,stnsamplingcomments,stnsamplingdate,stnsecondarynumber,stnsection,stnshelterfloor,stnstationcodegown,stnsubbasin,stnsubwellnetwork,stnsurfacewaterinteraction,stnsurfacewaterobject,stntau,stntds,stnthmgcaco3l,stntran,stntsm,stntsmlongname,stnthermal,stntopofbank,stntownship,stntypeoflanduseagreement,stnutmzone,stnvalueofdata,stnwds,stnwdsstationno,stnwl,stnwmo,stnwqwellid,stnwaterobjecttype,stnwaterqualitytype,stnwebpublicstationstatus,stnwellconstructioncondcamerar,stnwellmaterials,stnwellreplacementcost,stnph,,statemplate
21810,11573,AB,05BH013,Jumpingpound Creek near Cox Hill,Active,Hydrometric,Bow River-South Saskatchewan River,51.000591,-114.940823,,0,,,0,,,KANANASKIS IMPROVEMENT DISTRICT,ON LEFT BANK ABOVE BRIDGE ON FORESTRY ROAD 35 KM FROM HIGHWAY NO. 1. 7.4 KM SW FROM SIBBALD FLAT CAMPGROUND,1,0,0,0,0,,RiverType4,,,,,0,,,,River/Stream,,GOES,---,,,,,,RJUMPCOX,,1,60318,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,36.9,36.9,,,,,,,,,,,,,,,,,,,,---,,,,NE,,,,NE32-23-07-W5,,,,82-O,5,,,,,,,,1,,,,WSC - AB,WSC,,05/01-10/31,3,,,,,,,,,,7,,,,,,30,0,,,,,Jumpingpound Creek,,,,,,,,0,23,,,,,,,,,River,,,,,,,,RiverType4
22476,11573,AB,05BH014,Nose Creek above Airdrie,Active,Hydrometric,Bow River-South Saskatchewan River,51.312683,-114.026927,,0,,,0,,,M.D. of Rocky View No. 44,,1,0,0,0,0,,RiverType4,,,,,0,,,,River/Stream,,,,,,,,,RNOSEAIR,,1,60701,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,177.8,247.1,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SE14-27-1-W5,,,,-,,,,,RNOSEAIR,,,,1,,,,WSC - AB,EMSD,,03/01-10/31,3,,,,,,,,,,,,,,,,,0,,,,,Nose Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType4
21808,11573,AB,05BH015,Jumpingpound Creek at Township Road 252,Active,Hydrometric,Bow River-South Saskatchewan River,51.127632,-114.567749,,0,,,0,,,M.D. of Rocky View No. 44,,1,0,0,0,0,,RiverType4,,,,,0,,,,River/Stream,,,,,,,,,RJUMP252,,1,60747,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,473.8,473.8,,,,,,,,,,,,,,,,,,,,---,,,,SE,,,,,,,,82-O,5,,,,RJUMP252,,,,1,,,,WSC - AB,EMSD,,01/01-12/31,3,,,,,,,,,,5,,,,,,13,5.5,,,,,Jumpingpound Creek,,,,,,,,0,25,,,,,,,,,River,,,,,,,,RiverType4
141810,11573,AB,05BH016,West Nose Creek at Calgary,Active,Hydrometric,Bow River-South Saskatchewan River,51.19011944,-114.141411,,,,,0,,,Calgary,,1,0,0,0,0,,RiverType4,,,,,0,,,,River/Stream,,GOES,,,,,,,RWNOSCAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,82-O,5,,,,RWNOSCAL,,,,1,,,,WSC,WSC,,,3,,,,,,,,,,2,,,,,,1,,,,,,Nose Creek,,,,,,,,,26,,,,,,,,,River,,,,,,,,RiverType4
22483,11573,AB,05BH901,Nose Creek near the Mouth,Discontinued,Hydrometric,Bow River-South Saskatchewan River,51.057237,-114.023549,,0,,,0,,,Calgary,ON RIGHT BANK ABOVE RAILROAD BRIDGE ABOUT 1.0 KM ABOVE CONFLUENCE WITH BOW RIVER,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60392,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,0,986,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SW24-24-01-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Nose Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
21809,11573,AB,05BH902,Jumpingpound Creek near Cochrane,Discontinued,Hydrometric,Bow River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Jumpingpound Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22482,11573,AB,05BH903,Nose Creek near Calgary,Discontinued,Hydrometric,Bow River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Nose Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
20823,11573,AB,05BH904,Beddington Creek near Calgary,Discontinued,Hydrometric,Bow River-South Saskatchewan River,51.212758,-114.166225,,0,,,0,,,M.D. of Rocky View No. 44,"""11.3 KM WEST OF BALZAC TO HIGHWAY NO.772 (SIMONS VALLEY ROAD); THEN SOUTH 0.4 KM.""",1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60178,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,0,247,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW12-26-02-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Beddington Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
251349,11573,AB,05BH905,Sibbald Lake Near Sibbald Flats,Established,Hydrometric,Bow River-South Saskatchewan River,51.047222,-114.855556,,,,,0,,,---,,1,0,0,0,0,,LakeType2,,,,,0,,,,Lake/Reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assumed Elevation,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benchmark,,,,,NE,,,,,,,8.0 km west of Jumpingpound Ranger Station at day use campground 0.5 km north of Hwy.#68.,-,5,,,,,1,,,,,,,AENV Mon. Br. Calgary,AENV,,,,,,,,,,,,,7,,,,,,14,,,,,,,,,,,,,,,24,,,,,,,,,Lake,,,,,,,,LakeType2
22481,11573,AB,05BH906,Nose Creek near Balzac,Discontinued,Hydrometric,Bow River-South Saskatchewan River,51.171062,-114.022699,,0,,,0,,,Calgary,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SW36-25-1-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Nose Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22485,11573,AB,05BH907,Nose Creek Site #1(Big Hill Springs Rd) at Airdrie,Active,Hydrometric,Bow River-South Saskatchewan River,51.266667,-114,,0,,,0,,,M.D. of Rocky View No. 44,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NE36-26-1-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Nose Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22486,11573,AB,05BH908,Nose Creek Site #7 at Airdrie,Active,Hydrometric,Bow River-South Saskatchewan River,51.283333,-114.016667,,0,,,0,,,M.D. of Rocky View No. 44,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SW12-26-1-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Nose Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22477,11573,AB,05BH909,Nose Creek above Airdrie - Aenv,Discontinued,Hydrometric,Bow River-South Saskatchewan River,51.265,-114.000556,,0,,,0,,,M.D. of Rocky View No. 44,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW12-26-1-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Nose Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22480,11573,AB,05BH910,Nose Creek below Airdrie,Active,Hydrometric,Bow River-South Saskatchewan River,51.264722,-114.002222,,0,,,0,,,M.D. of Rocky View No. 44,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW36-26-1-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Nose Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
20778,11573,AB,05BH911,Bearspaw Diversion,Active,Hydrometric,Bow River-South Saskatchewan River,51.1,-114.233333,,0,,,0,,,Calgary,,1,0,0,0,0,,LakeType3b,,,,,0,,,,Lake/Reservoir,,Manual Gauge Reader,,,,,,,RBEARDIV,,25,60497,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,1,,,,TAU,TAU,,01/01-12/31,3,,,,,,,,,,,,,,,,,0,,,,,---,,,,,,,,0,,,,,,,,,,Canal,,,,,,,,LakeType3b
81701,11573,AB,05BH912,Western Headworks System Canal at Headgates (WHHW_,Active,Hydrometric,Bow River-South Saskatchewan River,51.045,-114.0139,,,,,0,,,Calgary,,1,0,0,0,0,,LakeType3b,,,,,0,,,,Lake/Reservoir,,Scada,,,,,,,RWHHWCNL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,WMO,EMSD,,04/01-10/31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lake,,,,,,,,LakeType3b
81703,11573,AB,05BH913,Western Headworks System River at Headgates (WHHW_,Active,Hydrometric,Bow River-South Saskatchewan River,51.044944,-114.013611,,,,,0,,,Calgary,,1,0,0,0,0,,LakeType3b,,,,,0,,,,Lake/Reservoir,,Scada,,,,,,,RWHHWRVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,WMO,EMSD,,04/01-10/31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lake,,,,,,,,LakeType3b
251350,11573,AB,05BH999,West Beddington Creek Above Confluence Of Nose Cre,Established,Hydrometric,Bow River-South Saskatchewan River,51,-114,,,,,0,,,---,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assumed Elevation,,,,,,,,,,,,,,,,,,,,,,,,,,,,Measuring Point,,,,,NE,,,,,,,Bridge 1619A located approximately 200 m. north of road going from   Enmax station.  Follow along bike path till one reaches the bridge.,-,4,,,,,1,,,,,,,AENV Mon. Br. Calgary,AENV,,,,,,,,,,,,,24,,,,,,25,,,,,,,,,,,,,,,111,,,,,,,,,River,,,,,,,,RiverType3
169348,11573,AB,05BHU01,Bow River at Western Irrigation District Canal,,Hydrometric,Bow River-South Saskatchewan River,51,-114,,,,,,,,---,,1,0,0,0,0,,RiverType6,,,,,,,,,River/Stream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05AA,,,,,,,,-,,,,,,,,,,,,,RFS,EMSD,,,,,,,,,,,,,,,,,,,05AA,,,,,,,,,,,,,,,Mountain Standard Time,,,,,,,,,,,,,,,,,RiverType6
283406,11573,AB,05BHU02,BowR Reach 4 - BearspawRes to ElbowR conf,Active,Hydrometric,Bow River-South Saskatchewan River,51.050323,-114.053416,,,,,0,,,---,"Created as a pseudo-station on 4 May 2016, copying values from Bow River at Calgary (05BH004) for presentation on the water management layer on the Alberta River Basins website.",1,0,0,0,0,,RiverType6,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow River,,,,,,,,,,,,,,,,,,River,,,,,,,,RiverType6
283417,11573,AB,05BHU03,BowR Reach 5 - JumpingpoundCr conf to BearspawRes,Active,Hydrometric,Bow River-South Saskatchewan River,51.182712,-114.487201,,,,,0,,,---,"Created as a pseudo-station on 4 May 2016, copying values from Bow River near Cochrane (05BH005) for presentation on the water management layer on the Alberta River Basins website.",1,0,0,0,0,,RiverType6,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow River,,,,,,,,,,,,,,,,,,River,,,,,,,,RiverType6
21442,11574,AB,05BJ003,Elbow River at Fullerton's Ranch,Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.943198,-114.577683,,0,,,0,,,M.D. of Rocky View No. 44,"""56 KM SW OF CALGARY; JUST ABOVE CONFLUENCE WITH BRAGG CREEK""",1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60285,,,,,,,---,,---,,,,,,,,,0, ,,, ,,,,,742,742,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW12-23-05-W5,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,Elbow River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
21438,11574,AB,05BJ004,Elbow River at Bragg Creek,Active,Hydrometric,Bow River-South Saskatchewan River,50.949096,-114.568205,,1300,,,0,,,M.D. of Rocky View No. 44,ON RIGHT BANK BELOW CABLEWAY IN COMMUNITY OF BRAGG CREEK,1,0,0,0,0,,RiverType4-HH,,,,,0,,,,River/Stream,,Modem,Amasser,,,,,,RELBBRAG,,1,60027,,,,,,,---,,---,,,,,,,,,1298.97,035 GEODETIC SURVEY OF CANADA DATUM,,,010 ASSUMED DATUM,,,,,790.8,790.8,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NE12-23-05-W5,,,,-,,,,,RELBBRAG,,,,1,,,,WSC - AB,WSC/AENV,,01/01-12/31,3,,,,,,,,,,,,,,,,,4,,,,,Elbow River,,,,,,,,0,,,,,,,,RELBBRAG,,River,,,,,,,,RiverType4-HH
21436,11574,AB,05BJ005,Elbow River above Glenmore Dam,Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.999384,-114.098181,,0,,,0,,,Calgary,"""THIS IS INFLOW TO GLENMORE RESERVOIR AS COMPUTED BY CITY OF CALGARY WATER WORKS DIVISION FROM RESERVOIR ELEVATIONS; RATED OUTFLOW AND CONSUMPTIVE USE""",1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60283,,,,,,,---,,---,,,,,,,,,0, ,,, ,,,,,1220,1220,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SE32-23-01-W5,,,,-,,,,,,,,,0,,,,CITY OF CALGARY WATER WORKS DEPARTMENT,CITY OF CALGARY WATER WORKS DEPARTMENT,,,3,,,,,,,,,,,,,,,,,0,,,,,Elbow River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
21434,11574,AB,05BJ006,Elbow River above Elbow Falls,Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.855568,-114.793276,,0,,,0,,,KANANASKIS IMPROVEMENT DISTRICT,ON LEFT BANK ABOUT 24 KM SW OF BRAGG CREEK AND 1.6 KM ABOVE CONFLUENCE WITH PRAIRIE CREEK,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60282,,,,,,,---,,---,,,,,,,,,1508.153,110 APPROXIMATE GEODETIC SURVEY OF CANADA DATUM,,,010 ASSUMED DATUM,,,,,437,437,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NE08-22-06-W5,,,,-,,,,,,,,,0,,,,WSC - AB,WSC/AENV,,,3,,,,,,,,,,,,,,,,,0,,,,,Elbow River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
21432,11574,AB,05BJ007,Elbow River (Research) at Bragg Creek,Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.948715,-114.573212,,0,,,0,,,M.D. of Rocky View No. 44,ABOUT 0.4 KM BELOW MOUTH OF BRAGG CREEK AND ABOUT 0.8 KM ABOVE STATION NO. 05BJ004,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,791,791,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW12-23-05-W5,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,Elbow River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
22026,11574,AB,05BJ009,Little Elbow River above Nihahi Creek,Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.795046,-114.918221,,0,,,0,,,KANANASKIS IMPROVEMENT DISTRICT,ON LEFT BANK 7.2 KM WEST OF FORD CREEK JCT. ON FORESTRY ROAD WEST OF BRAGG CREEK,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60353,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,129,129,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SW21-21-07-W5,,,,-,,,,,,,,,0,,,,WSC - AB,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Little Elbow River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
21445,11574,AB,05BJ010,Elbow River at Sarcee Bridge,Active,Hydrometric,Bow River-South Saskatchewan River,50.994917,-114.164889,,0,,,0,,,M.D. of Rocky View No. 44,"""ON RIGHT BANK BY WINGWALL OF BRIDGE; WEST OF SARCEE BASE ON ROAD TO SARCEE RESERVATION.""",1,0,0,0,0,,RiverType4,,,,,0,,,,River/Stream,,GOES,Vedasii,,,,,,RELBSARC,,1,60028,,,,,,,---,,---,,,,,,,,,1054.568,035 GEODETIC SURVEY OF CANADA DATUM,,,010 ASSUMED DATUM,,,,,1189.3,1189.3,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SE35-23-02-W5,,,,-,,,,,RELBSARC,1,,,1,,,,WSC - AB,EMSD,,01/01-12/31,3,,,,,,,,,,,,,,,,,0,,,,,Elbow River,,,,,,,,0,,,,,,,,RELBSARC,,River,,,,,,,,RiverType4
21440,11574,AB,05BJ011,Elbow River at Clem Gardiner Bridge,Discontinued,Hydrometric,Bow River-South Saskatchewan River,51.031171,-114.47375,,0,,,0,,,M.D. of Rocky View No. 44,ON HIGHWAY NO. 22 AT CLEM GARDINER BRIDGE 6.4 KM SOUTH OF BRAGG CREEK TURNOFF ON HIGHWAY NO. 1 AND 24.1 KM WEST OF CALGARY,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60284,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,871,871,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NE10-24-04-W5,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,Elbow River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
21142,11574,AB,05BJ901,Canyon Creek near Exshaw,Discontinued,Hydrometric,Bow River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Canyon Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22028,11574,AB,05BJ902,Little Elbow River at Present W.S.C. Site,Discontinued,Hydrometric,Bow River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Little Elbow River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
21450,11574,AB,05BJ903,Elbow River near Mclean Creek Campground,Discontinued,Hydrometric,Bow River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Elbow River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22029,11574,AB,05BJ904,Little Elbow River near Confluence with Elbow Rive,Discontinued,Hydrometric,Bow River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Little Elbow River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22203,11574,AB,05BJ905,Mclean Creek near the Mouth,Discontinued,Hydrometric,Bow River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,McLean Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
21016,11574,AB,05BJ906,Bragg Creek near the Mouth,Discontinued,Hydrometric,Bow River-South Saskatchewan River,50.95,-114.579167,,0,,,0,,,M.D. of Rocky View No. 44,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW12-23-5-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Bragg Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22202,11574,AB,05BJ907,Mclean Creek at Hwy 66,Discontinued,Hydrometric,Bow River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,McLean Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
21444,11574,AB,05BJ908,Elbow River at Hwy 66,Discontinued,Hydrometric,Bow River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Elbow River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
21447,11574,AB,05BJ909,Elbow River below Ford Creek,Discontinued,Hydrometric,Bow River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Elbow River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
